DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"Đường Lê Văn Quế, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 35 m²," 22,86 triệu/m²", 1 phòng,,,, Chung cư, Đã có sổ,,,,, Căn góc,800 triệu- 35 m2đ
"Số 584, Số 584 Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 125 m², 44 triệu/m², 3 phòng, T7,20, 2 phòng, Chung cư, Giấy tờ khác, T7-20.03, Bàn giao thô, Tây, Đông, Căn góc,"5,5 tỷ- 125 m2đ"
"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 49 m²," 63,27 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,,"3,1 tỷ- 49 m2đ"
"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 27,71 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Đông Bắc,,"2,3 tỷ- 83 m2đ"
"đỗ xuân họp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 52 m²," 28,65 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,49 tỷ- 52 m2đ"
"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 76 m²," 28,29 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,15 tỷ- 76 m2đ"
"Đường C8, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 52,31 triệu/m²", 3 phòng, b,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam,,,"3,4 tỷ- 65 m2đ"
"58b, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 200 m²," 34,5 triệu/m²", 3 phòng, B,26, 2 phòng, Penthouse, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc,"6,9 tỷ- 200 m2đ"
"Ql1a, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Chưa bàn giao, 60 m², 20 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,, Căn góc,"1,2 tỷ- 60 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 71 m²," 40,52 triệu/m²", 2 phòng, Akari 4,16, 2 phòng, Chung cư,,12, Hoàn thiện cơ bản, Đông,,,"2,87660744 tỷ- 71 m2đ"
"Đường Sông Suối, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 34 m²," 15,59 triệu/m²", 1 phòng, C,1, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,,530 triệu- 34 m2đ
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh", Chưa bàn giao, 59 m²," 38,31 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,26 tỷ- 59 m2đ"
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 67 m²," 29,84 triệu/m²", 2 phòng, A & B,, 2 phòng, Chung cư,,, Nội thất cao cấp,,,,"1,999 tỷ- 67 m2đ"
"523 đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 71 m²," 35,63 triệu/m²", 2 phòng, B,10, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc, Đông Bắc,,"2,53 tỷ- 71 m2đ"
"Đường D2, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 54 m²," 31,48 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"1,7 tỷ- 54 m2đ"
"2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 74 m²," 36,49 triệu/m²", 3 phòng, B,3, 2 phòng, Chung cư, Đang chờ sổ, B03-02, Hoàn thiện cơ bản,,,,"2,7 tỷ- 74 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m², 36 triệu/m², 2 phòng,2,10, 2 phòng, Chung cư, Đang chờ sổ,9, Hoàn thiện cơ bản, Tây, Đông, Căn góc,"2,7 tỷ- 75 m2đ"
"16, 16 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 75 m², 52 triệu/m², 2 phòng, B,6, 2 phòng, Chung cư, Giấy tờ khác, B6-08, Nội thất đầy đủ,,,,"3,9 tỷ- 75 m2đ"
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 48,61 triệu/m²", 2 phòng, B,3, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây,,"3,5 tỷ- 72 m2đ"
"Đường CC1, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 90 m²," 24,44 triệu/m²", 3 phòng, C,1, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam,,"2,2 tỷ- 90 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 57,65 triệu/m²", 3 phòng,1,15, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"4,9 tỷ- 85 m2đ"
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 194 m²," 36,08 triệu/m²", 3 phòng,,, 3 phòng, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc,7 tỷ- 194 m2đ
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 70.12 m²," 40,71 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,,"2,85 tỷ- 70.12 m2đ"
"Khu nhà ở Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 61 m²," 21,15 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,,"1,29 tỷ- 61 m2đ"
"Đường 63, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 60 m²," 32,83 triệu/m²", 2 phòng,,14, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,97 tỷ- 60 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 89 m²," 44,94 triệu/m²", 3 phòng,3,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc,4 tỷ- 89 m2đ
"Đường Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 43,97 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,"2,99 tỷ- 68 m2đ"
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 39 m²," 24,36 triệu/m²", 1 phòng,1,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,950 triệu- 39 m2đ
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 84 m²," 65,48 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,, Đông Nam,,"5,5 tỷ- 84 m2đ"
"Đường Bến Vân Đồn, Phường 14, Quận 4, Tp Hồ Chí Minh", Chưa bàn giao, 4571 m², 765.696 đ/m², 1 phòng,,,, Chung cư, Đã có sổ,, Bàn giao thô,,,,"3,5 tỷ- 4.571 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 88 m²," 26,14 triệu/m²", 2 phòng,,10, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây, Nam, Căn góc,"2,3 tỷ- 88 m2đ"
"Số 1177, Số 1177 đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 30,87 triệu/m²", 2 phòng,1,14, 2 phòng, Chung cư, Đang chờ sổ,3, Bàn giao thô, Tây Bắc, Đông Nam, Căn góc,"2,13 tỷ- 69 m2đ"
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 99 m²," 72,73 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đã có sổ,,,,, Căn góc,"7,2 tỷ- 99 m2đ"
"Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Chưa bàn giao, 85 m²," 61,18 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,, Căn góc,"5,2 tỷ- 85 m2đ"
"7.27, Đường Dương Thị Giang, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 29,86 triệu/m²", 2 phòng, A2,8, 2 phòng, Chung cư, Đang chờ sổ,7.27,, Tây, Đông,,"2,18 tỷ- 73 m2đ"
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 76 m²," 26,32 triệu/m²", 2 phòng, A,8, 2 phòng, Chung cư, Đã có sổ,8.1, Hoàn thiện cơ bản, Bắc, Nam,,2 tỷ- 76 m2đ
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM.", Chưa bàn giao, 69 m²," 42,03 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,9 tỷ- 69 m2đ"
"Đường Bình Long, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 45 m²," 16,67 triệu/m²", 2 phòng, block A,3, 1 phòng, Chung cư, Đã có sổ, Block A3, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc,750 triệu- 45 m2đ
"135/533, 135/533 Le Duc Tho, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 38,3 triệu/m²", 2 phòng, B,15, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,03 tỷ- 53 m2đ"
"202/47/13A, Đường Phạm Văn Hai, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh", Chưa bàn giao, 10 m², 230 triệu/m², 3 phòng,,, 3 phòng," Căn hộ dịch vụ, mini", Đã có sổ,,,,,,"2,3 tỷ- 10 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 49,23 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"3,2 tỷ- 65 m2đ"
"Đường Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 77 m²," 35,06 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,7 tỷ- 77 m2đ"
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 28,82 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,45 tỷ- 85 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 79 m²," 23,54 triệu/m²", 2 phòng, Phoenix p2,12, 2 phòng, Chung cư, Đang chờ sổ, P2.12.08, Nội thất cao cấp, Đông, Nam, Căn góc,"1,86 tỷ- 79 m2đ"
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 45,37 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc,"2,45 tỷ- 54 m2đ"
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 194 m²," 36,08 triệu/m²", 3 phòng,,, 3 phòng, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc,7 tỷ- 194 m2đ
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 28,3 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,5 tỷ- 53 m2đ"
"90A, 90A Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 89 m²," 64,04 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc,"5,7 tỷ- 89 m2đ"
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 160 m²," 77,5 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,,"12,4 tỷ- 160 m2đ"
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 52 m²," 10,19 triệu/m²", 1 phòng, PA,6, 1 phòng, Duplex, Giấy tờ khác,1, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc,530 triệu- 52 m2đ
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 38,53 triệu/m²", 2 phòng, PA,30, 2 phòng, Chung cư, Đã có sổ,35, Nội thất cao cấp, Đông Bắc, Tây Nam,,"2,62 tỷ- 68 m2đ"
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 100 m²," 31,5 triệu/m²", 3 phòng, PA,6, 2 phòng, Duplex, Đang chờ sổ,17, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc,"3,15 tỷ- 100 m2đ"
"Đường Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 38,89 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"2,45 tỷ- 63 m2đ"
"Đường Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 80.6 m²," 93,75 triệu/m²", 4 phòng,,, 5 phòng," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất đầy đủ, Bắc,,,"7,5 tỷ- 80.6 m2đ"
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 55 m²," 63,64 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"3,5 tỷ- 55 m2đ"
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 96 m²," 66,67 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"6,4 tỷ- 96 m2đ"
"Đường DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 36,15 triệu/m²", 2 phòng, c,5, 2 phòng, Chung cư, Đã có sổ,,, Tây Bắc, Đông Nam, Căn góc,"2,35 tỷ- 65 m2đ"
"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 13,75 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,,550 triệu- 40 m2đ
"đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 43,48 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,, Đông Nam, Tây Bắc,,"2,87 tỷ- 66 m2đ"
"Đường An Dương Vương, Phường 13, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 65 m²," 26,15 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,7 tỷ- 65 m2đ"
"Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh", Chưa bàn giao, 72 m²," 38,19 triệu/m²", 2 phòng,,, 2 phòng," Căn hộ dịch vụ, mini", Đã có sổ,, Hoàn thiện cơ bản,,,,"2,75 tỷ- 72 m2đ"
"Đường Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh", Đã bàn giao, 76 m²," 16,45 triệu/m²", 2 phòng,,, 1 phòng," Căn hộ dịch vụ, mini", Đã có sổ,,,,,,"1,25 tỷ- 76 m2đ"
"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 30,39 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,55 tỷ- 51 m2đ"
"295, 295 Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 42,7 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,69 tỷ- 63 m2đ"
"Đường Phù Đổng Thiên Vương, Phường 11, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 52 m²," 42,31 triệu/m²", 2 phòng,,1, 1 phòng, Chung cư, Đã có sổ,,,,,,"2,2 tỷ- 52 m2đ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh", Đã bàn giao, 40 m²," 7,25 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,290 triệu- 40 m2đ
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 31,43 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc,"2,2 tỷ- 70 m2đ"
"Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 119.25 m²," 22,69 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,, Căn góc,"2,7 tỷ- 119.25 m2đ"
"Đường Nguyễn Hữu Hào, Phường 6, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 50,75 triệu/m²", 2 phòng,,2, 2 phòng," Tập thể, cư xá", Đã có sổ,, Hoàn thiện cơ bản,,,,"2,69 tỷ- 53 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 26,71 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,95 tỷ- 73 m2đ"
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 97.6 m²," 50,52 triệu/m²", 3 phòng, D,6, 2 phòng, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,,"4,9 tỷ- 97.6 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m²," 34,4 triệu/m²", 2 phòng,2,5, 2 phòng, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,,"2,58 tỷ- 75 m2đ"
"Đường Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 72 m²," 25,21 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,,,,,,"1,815 tỷ- 72 m2đ"
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 70.12 m²," 40,71 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,,"2,85 tỷ- 70.12 m2đ"
"195, 195 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 29,86 triệu/m²", 2 phòng, A,8, 2 phòng, Chung cư, Đang chờ sổ, A08, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc,"2,09 tỷ- 70 m2đ"
"Đường Lương Định Của, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 48,75 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc,"3,9 tỷ- 80 m2đ"
"Đường Tạ Quang Bửu, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 78 m²," 32,44 triệu/m²", 2 phòng,,,, Chung cư,,,,,,,"2,53 tỷ- 78 m2đ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 104 m²," 16,83 triệu/m²", 2 phòng,,15, 2 phòng, Duplex, Đang chờ sổ,, Nội thất đầy đủ, Đông, Tây,,"1,75 tỷ- 104 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 106 m²," 22,64 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"2,4 tỷ- 106 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 80 m², 36.875 đ/m², 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,,"2,95 triệu- 80 m2đ"
"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 29,41 triệu/m²", 3 phòng,,,, Chung cư,,,,,,,"2,5 tỷ- 85 m2đ"
"Đường Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 121 m²," 39,67 triệu/m²", 3 phòng,,12, 2 phòng, Chung cư, Đã có sổ,3, Nội thất cao cấp, Đông, Tây, Căn góc,"4,8 tỷ- 121 m2đ"
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 72.25 m²," 27,08 triệu/m²", 2 phòng, Block B,, 2 phòng, Chung cư, Giấy tờ khác,, Nội thất đầy đủ,,, Căn góc,"1,95 tỷ- 72.25 m2đ"
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 42,97 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Đông Nam, Tây Bắc,,"2,75 tỷ- 64 m2đ"
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 72,5 triệu/m²", 2 phòng, Park 6,10, 2 phòng, Chung cư, Đang chờ sổ,1, Nội thất cao cấp, Đông Bắc, Tây Nam,,"5,8 tỷ- 80 m2đ"
"Đường Hòa Hảo, Phường 2, Quận 10, Tp Hồ Chí Minh", Chưa bàn giao, 36 m²," 97,22 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc,"3,5 tỷ- 36 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 47,37 triệu/m²", 1 phòng,,, 1 phòng, Officetel, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"1,8 tỷ- 38 m2đ"
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 24,7 triệu/m²", 1 phòng,1,6, 1 phòng, Duplex, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc,988 triệu- 40 m2đ
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 24,75 triệu/m²", 1 phòng,,, 1 phòng," Căn hộ dịch vụ, mini",,,,,,,990 triệu- 40 m2đ
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 42,16 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"2,15 tỷ- 51 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 90 m²," 48,33 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,, A0263339,,,,,"4,35 tỷ- 90 m2đ"
"Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 36 m²," 11,11 triệu/m²", 2 phòng,,, 1 phòng, Duplex, Đã có sổ,, Nội thất đầy đủ,,,,400 triệu- 36 m2đ
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 56,67 triệu/m²", 1 phòng, A3,, 1 phòng, Chung cư,,,,, Đông Nam,,"3,06 tỷ- 54 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 50,68 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,, A0262769,,,,,"3,7 tỷ- 73 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m²," 34,4 triệu/m²", 2 phòng,2,5, 2 phòng, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,,"2,58 tỷ- 75 m2đ"
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 70.12 m²," 40,71 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,,"2,85 tỷ- 70.12 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 73 m², 50 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"3,65 tỷ- 73 m2đ"
